Sprint,Throughput,Stories,Bugs,Spikes,Tasks,AvgCycleTime,AvgLeadTime,G,A,T
sprint 1,6,0,0,0,6,30.5,38.166666666666664
sprint 2,22,0,0,0,22,16.818181818181817,36.54545454545455
sprint 3,0,0,0,0,0,nan,nan
sprint 4,0,0,0,0,0,nan,nan
